"genesetname","p_value","estimate","diff","bh"
"GO_DEFENSE_RESPONSE_TO_BACTERIUM",0.0440710389162262,Inf,"DOWN",1
"GO_NUCLEOTIDE_SALVAGE",1,0,"UP",1
"GO_NUCLEOTIDE_SALVAGE",1,0,"DOWN",1
"GO_ALCOHOL_CATABOLIC_PROCESS",0.00999938876855418,0.0778544745952707,"UP",0.975630762891708
"GO_ALCOHOL_CATABOLIC_PROCESS",0.430640723344053,0.474314071080474,"DOWN",1
"GO_MYELOID_DENDRITIC_CELL_DIFFERENTIATION",1,0,"UP",1
"GO_MYELOID_DENDRITIC_CELL_DIFFERENTIATION",1,0,"DOWN",1
"GO_CELLULAR_METABOLIC_COMPOUND_SALVAGE",1,0,"UP",1
"GO_CELLULAR_METABOLIC_COMPOUND_SALVAGE",1,0,"DOWN",1
"GO_COPULATION",1,Inf,"UP",1
"GO_COPULATION",1,Inf,"DOWN",1
"GO_REGULATION_OF_CATION_TRANSMEMBRANE_TRANSPORT",0.0997159086267113,Inf,"UP",1
"GO_REGULATION_OF_CATION_TRANSMEMBRANE_TRANSPORT",0.329272581986387,0.617022604064003,"DOWN",1
"GO_NEPHRIC_DUCT_MORPHOGENESIS",1,Inf,"UP",1
"GO_NEPHRIC_DUCT_MORPHOGENESIS",1,Inf,"DOWN",1
"GO_POSITIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT",0.101278861283867,Inf,"UP",1
"GO_POSITIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT",0.00389506261218815,0.254856863801734,"DOWN",0.80339800982271
"GO_ESTROGEN_METABOLIC_PROCESS",1,Inf,"UP",1
"GO_ESTROGEN_METABOLIC_PROCESS",0.106344950848972,0,"DOWN",1
"GO_IRON_ION_HOMEOSTASIS",1,Inf,"UP",1
"GO_IRON_ION_HOMEOSTASIS",1,Inf,"DOWN",1
"GO_PROTEOLYSIS",0.437304153696896,1.34686022868644,"UP",1
"GO_PROTEOLYSIS",0.529697004012956,0.813568052811201,"DOWN",1
"GO_SYNAPSIS",1,0,"UP",1
"GO_SYNAPSIS",1,0,"DOWN",1
"GO_ORGANELLE_DISASSEMBLY",1,Inf,"UP",1
"GO_ORGANELLE_DISASSEMBLY",1,Inf,"DOWN",1
"GO_REGULATION_OF_ER_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT",1,Inf,"UP",1
"GO_REGULATION_OF_ER_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT",0.106344950848972,0,"DOWN",1
"GO_RESPONSE_TO_IRON_ION",0.430640723344053,0.474314071080474,"UP",1
"GO_RESPONSE_TO_IRON_ION",1,Inf,"DOWN",1
"GO_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING",1,Inf,"UP",1
"GO_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING",0.49146096923459,0.59330559407767,"DOWN",1
"GO_LOCOMOTORY_EXPLORATION_BEHAVIOR",1,Inf,"UP",1
"GO_LOCOMOTORY_EXPLORATION_BEHAVIOR",0.36261486599259,0.355546462703539,"DOWN",1
"GO_PYRIMIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS",1,Inf,"UP",1
"GO_PYRIMIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS",1,Inf,"DOWN",1
"GO_NUCLEAR_CHROMOSOME_SEGREGATION",1,Inf,"UP",1
"GO_NUCLEAR_CHROMOSOME_SEGREGATION",1,Inf,"DOWN",1
"GO_AUDITORY_RECEPTOR_CELL_MORPHOGENESIS",0.106344950848972,0,"UP",1
"GO_AUDITORY_RECEPTOR_CELL_MORPHOGENESIS",1,Inf,"DOWN",1
"GO_REGULATION_OF_ODONTOGENESIS_OF_DENTIN_CONTAINING_TOOTH",1,Inf,"UP",1
"GO_REGULATION_OF_ODONTOGENESIS_OF_DENTIN_CONTAINING_TOOTH",1,Inf,"DOWN",1
"GO_REGULATION_OF_WNT_SIGNALING_PATHWAY_PLANAR_CELL_POLARITY_PATHWAY",1,Inf,"UP",1
"GO_REGULATION_OF_WNT_SIGNALING_PATHWAY_PLANAR_CELL_POLARITY_PATHWAY",0.49146096923459,0.59330559407767,"DOWN",1
"GO_NEUROTROPHIN_SIGNALING_PATHWAY",1,Inf,"UP",1
"GO_NEUROTROPHIN_SIGNALING_PATHWAY",0.201465658227302,0.118578096465687,"DOWN",1
"GO_CELLULAR_RESPONSE_TO_INTERFERON_BETA",1,Inf,"UP",1
"GO_CELLULAR_RESPONSE_TO_INTERFERON_BETA",1,Inf,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_VIRAL_TRANSCRIPTION",0.201465658227302,0.118578096465687,"UP",1
"GO_NEGATIVE_REGULATION_OF_VIRAL_TRANSCRIPTION",1,Inf,"DOWN",1
"GO_FILOPODIUM_ASSEMBLY",1,Inf,"UP",1
"GO_FILOPODIUM_ASSEMBLY",0.165228383460553,0.294470691081141,"DOWN",1
"GO_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN",0.628036473335469,Inf,"UP",1
"GO_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN",0.628036473335469,Inf,"DOWN",1
"GO_STABILIZATION_OF_MEMBRANE_POTENTIAL",1,Inf,"UP",1
"GO_STABILIZATION_OF_MEMBRANE_POTENTIAL",1,Inf,"DOWN",1
"GO_ERK1_AND_ERK2_CASCADE",1,1.27798061424481,"UP",1
"GO_ERK1_AND_ERK2_CASCADE",0.256409480102372,0.562835340627946,"DOWN",1
"GO_LENS_FIBER_CELL_DEVELOPMENT",1,Inf,"UP",1
"GO_LENS_FIBER_CELL_DEVELOPMENT",1,Inf,"DOWN",1
"GO_SYNCYTIUM_FORMATION",1,Inf,"UP",1
"GO_SYNCYTIUM_FORMATION",0.430640723344053,0.474314071080474,"DOWN",1
"GO_POSITIVE_REGULATION_OF_MESONEPHROS_DEVELOPMENT",1,Inf,"UP",1
"GO_POSITIVE_REGULATION_OF_MESONEPHROS_DEVELOPMENT",1,Inf,"DOWN",1
"GO_GLYCOSIDE_METABOLIC_PROCESS",0.106344950848972,0,"UP",1
"GO_GLYCOSIDE_METABOLIC_PROCESS",1,Inf,"DOWN",1
"GO_HETEROTYPIC_CELL_CELL_ADHESION",1,Inf,"UP",1
"GO_HETEROTYPIC_CELL_CELL_ADHESION",1,Inf,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION",1,Inf,"UP",1
"GO_NEGATIVE_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION",0.286537803859308,0.236959604707618,"DOWN",1
"GO_PROSTANOID_BIOSYNTHETIC_PROCESS",1,Inf,"UP",1
"GO_PROSTANOID_BIOSYNTHETIC_PROCESS",0.36261486599259,0.355546462703539,"DOWN",1
"GO_POSITIVE_REGULATION_OF_ERAD_PATHWAY",1,0,"UP",1
"GO_POSITIVE_REGULATION_OF_ERAD_PATHWAY",1,0,"DOWN",1
"GO_ASTROCYTE_DEVELOPMENT",1,Inf,"UP",1
"GO_ASTROCYTE_DEVELOPMENT",1,Inf,"DOWN",1
"GO_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN",1,Inf,"UP",1
"GO_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN",1,Inf,"DOWN",1
"GO_METAPHASE_PLATE_CONGRESSION",1,0,"UP",1
"GO_METAPHASE_PLATE_CONGRESSION",1,0,"DOWN",1
"GO_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION",0.286537803859308,0.236959604707618,"UP",1
"GO_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION",1,Inf,"DOWN",1
"GO_POSITIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY",0.382272857441568,Inf,"UP",1
"GO_POSITIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY",0.639992843847797,0.650955246173021,"DOWN",1
"GO_CELLULAR_RESPONSE_TO_ABIOTIC_STIMULUS",0.512651255941329,3.02366496585194,"UP",1
"GO_CELLULAR_RESPONSE_TO_ABIOTIC_STIMULUS",0.347957458960942,0.647027397887604,"DOWN",1
"GO_RESPONSE_TO_HYDROGEN_PEROXIDE",0.370423078467668,0.59125035020164,"UP",1
"GO_RESPONSE_TO_HYDROGEN_PEROXIDE",0.370423078467668,0.59125035020164,"DOWN",1
"GO_REGULATION_OF_DEVELOPMENTAL_PIGMENTATION",1,Inf,"UP",1
"GO_REGULATION_OF_DEVELOPMENTAL_PIGMENTATION",0.106344950848972,0,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_APOPTOTIC_PROCESS",1,Inf,"UP",1
"GO_NEGATIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_APOPTOTIC_PROCESS",0.36261486599259,0.355546462703539,"DOWN",1
"GO_POSITIVE_REGULATION_OF_ANION_TRANSPORT",1,0.951643393467967,"UP",1
"GO_POSITIVE_REGULATION_OF_ANION_TRANSPORT",1,0.951643393467967,"DOWN",1
"GO_INNER_EAR_RECEPTOR_CELL_DEVELOPMENT",0.201465658227302,0.118578096465687,"UP",1
"GO_INNER_EAR_RECEPTOR_CELL_DEVELOPMENT",0.201465658227302,0.118578096465687,"DOWN",1
"GO_REGULATION_OF_MONOCYTE_CHEMOTAXIS",1,Inf,"UP",1
"GO_REGULATION_OF_MONOCYTE_CHEMOTAXIS",0.545833066863596,0.712522954818568,"DOWN",1
"GO_T_CELL_SELECTION",1,Inf,"UP",1
"GO_T_CELL_SELECTION",0.201465658227302,0.118578096465687,"DOWN",1
"GO_NEGATIVE_CHEMOTAXIS",1,Inf,"UP",1
"GO_NEGATIVE_CHEMOTAXIS",0.0440646623052678,0.194801534901928,"DOWN",1
"GO_PHAGOCYTOSIS_RECOGNITION",0.609037246978089,Inf,"UP",1
"GO_PHAGOCYTOSIS_RECOGNITION",1,0.951643393467967,"DOWN",1
"GO_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN",0.473529245998229,1.86359869297286,"UP",1
"GO_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN",0.0536527385666282,5.94454032337034,"DOWN",1
"GO_DEVELOPMENTAL_GROWTH",0.0270503643710087,4.3997428479049,"UP",1
"GO_DEVELOPMENTAL_GROWTH",0.00254790451171544,0.382334962875936,"DOWN",0.738227637655291
"GO_REGULATION_OF_PROTEIN_TARGETING",1,Inf,"UP",1
"GO_REGULATION_OF_PROTEIN_TARGETING",1,Inf,"DOWN",1
"GO_THYROID_HORMONE_GENERATION",0.031321366963289,0.0588711181997746,"UP",1
"GO_THYROID_HORMONE_GENERATION",1,Inf,"DOWN",1
"GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_MEDIATED_BY_A_CHEMICAL_SIGNAL",0.628036473335469,Inf,"UP",1
"GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_MEDIATED_BY_A_CHEMICAL_SIGNAL",0.628036473335469,Inf,"DOWN",1
"GO_CENTRAL_NERVOUS_SYSTEM_NEURON_AXONOGENESIS",1,Inf,"UP",1
"GO_CENTRAL_NERVOUS_SYSTEM_NEURON_AXONOGENESIS",0.165228383460553,0.294470691081141,"DOWN",1
"GO_V_D_J_RECOMBINATION",1,0,"UP",1
"GO_V_D_J_RECOMBINATION",1,0,"DOWN",1
"GO_METANEPHROS_MORPHOGENESIS",1,Inf,"UP",1
"GO_METANEPHROS_MORPHOGENESIS",0.594435463485207,0.831970309263489,"DOWN",1
"GO_GLYCOPROTEIN_METABOLIC_PROCESS",0.628036473335469,Inf,"UP",1
"GO_GLYCOPROTEIN_METABOLIC_PROCESS",0.0306179860907278,0.232342939061968,"DOWN",1
"GO_RETINA_MORPHOGENESIS_IN_CAMERA_TYPE_EYE",0.545833066863596,0.712522954818568,"UP",1
"GO_RETINA_MORPHOGENESIS_IN_CAMERA_TYPE_EYE",1,Inf,"DOWN",1
"GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_PEPTIDE_ANTIGEN",1,Inf,"UP",1
"GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_PEPTIDE_ANTIGEN",1,Inf,"DOWN",1
"GO_HISTONE_H3_DEACETYLATION",1,0,"UP",1
"GO_HISTONE_H3_DEACETYLATION",1,0,"DOWN",1
"GO_REGULATION_OF_SYNAPTIC_VESICLE_TRANSPORT",1,Inf,"UP",1
"GO_REGULATION_OF_SYNAPTIC_VESICLE_TRANSPORT",1,Inf,"DOWN",1
"GO_POSITIVE_REGULATION_OF_CARDIAC_MUSCLE_CELL_DIFFERENTIATION",1,Inf,"UP",1
"GO_POSITIVE_REGULATION_OF_CARDIAC_MUSCLE_CELL_DIFFERENTIATION",1,Inf,"DOWN",1
"GO_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION",1,0,"UP",1
"GO_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION",1,0,"DOWN",1
"GO_LENS_DEVELOPMENT_IN_CAMERA_TYPE_EYE",1,1.07158654070595,"UP",1
"GO_LENS_DEVELOPMENT_IN_CAMERA_TYPE_EYE",0.0806657916462041,0.273078236853863,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_CATABOLIC_PROCESS",0.609037246978089,Inf,"UP",1
"GO_NEGATIVE_REGULATION_OF_CATABOLIC_PROCESS",1,0.951643393467967,"DOWN",1
"GO_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY",1,Inf,"UP",1
"GO_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY",1,Inf,"DOWN",1
"GO_POSITIVE_REGULATION_OF_MACROPHAGE_DIFFERENTIATION",1,Inf,"UP",1
"GO_POSITIVE_REGULATION_OF_MACROPHAGE_DIFFERENTIATION",1,Inf,"DOWN",1
"GO_REGULATION_OF_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES",1,Inf,"UP",1
"GO_REGULATION_OF_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES",1,Inf,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT",1,Inf,"UP",1
"GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT",0.0184553219774655,0.116813841230889,"DOWN",1
"GO_VASCULAR_PROCESS_IN_CIRCULATORY_SYSTEM",0.501063990444108,2.52967778436491,"UP",1
"GO_VASCULAR_PROCESS_IN_CIRCULATORY_SYSTEM",0.281222697289518,0.527339906842213,"DOWN",1
"GO_MULTI_ORGANISM_BEHAVIOR",1,0.951643393467967,"UP",1
"GO_MULTI_ORGANISM_BEHAVIOR",0.609037246978089,Inf,"DOWN",1
"GO_REGULATION_OF_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY",1,Inf,"UP",1
"GO_REGULATION_OF_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY",1,Inf,"DOWN",1
"GO_DNA_METABOLIC_PROCESS",1,1.19178258082022,"UP",1
"GO_DNA_METABOLIC_PROCESS",0.618392974496019,Inf,"DOWN",1
"GO_INTESTINAL_ABSORPTION",1,Inf,"UP",1
"GO_INTESTINAL_ABSORPTION",1,Inf,"DOWN",1
"GO_MALE_SEX_DIFFERENTIATION",0.618392974496019,Inf,"UP",1
"GO_MALE_SEX_DIFFERENTIATION",0.32978261907284,0.531688078221349,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_KERATINOCYTE_PROLIFERATION",1,Inf,"UP",1
"GO_NEGATIVE_REGULATION_OF_KERATINOCYTE_PROLIFERATION",1,Inf,"DOWN",1
"GO_LAMELLIPODIUM_ASSEMBLY",1,Inf,"UP",1
"GO_LAMELLIPODIUM_ASSEMBLY",0.545833066863596,0.712522954818568,"DOWN",1
"GO_RESPONSE_TO_WATER_DEPRIVATION",1,Inf,"UP",1
"GO_RESPONSE_TO_WATER_DEPRIVATION",1,Inf,"DOWN",1
"GO_MITOTIC_CHROMOSOME_CONDENSATION",1,0,"UP",1
"GO_MITOTIC_CHROMOSOME_CONDENSATION",1,0,"DOWN",1
"GO_ANATOMICAL_STRUCTURE_HOMEOSTASIS",0.0465393973069409,0.400143852941799,"UP",1
"GO_ANATOMICAL_STRUCTURE_HOMEOSTASIS",0.167184430184874,4.27652338429147,"DOWN",1
"GO_REGULATION_OF_TRANSMEMBRANE_TRANSPORT",0.618535013736944,1.69453651392201,"UP",1
"GO_REGULATION_OF_TRANSMEMBRANE_TRANSPORT",0.807563643293466,0.950032814971264,"DOWN",1
"GO_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION",0.391169523308898,Inf,"UP",1
"GO_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION",0.668551748210635,0.770716504229713,"DOWN",1
"GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS",1,0,"UP",1
"GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS",1,0,"DOWN",1
"GO_RENAL_SYSTEM_PROCESS",0.245110500388914,Inf,"UP",1
"GO_RENAL_SYSTEM_PROCESS",0.711274676348592,2.03969919148857,"DOWN",1
"GO_LEUKOCYTE_HOMEOSTASIS",0.611776725727992,Inf,"UP",1
"GO_LEUKOCYTE_HOMEOSTASIS",0.611776725727992,Inf,"DOWN",1
"GO_POSITIVE_REGULATION_OF_ORGANELLE_ASSEMBLY",0.36261486599259,0.355546462703539,"UP",1
"GO_POSITIVE_REGULATION_OF_ORGANELLE_ASSEMBLY",1,Inf,"DOWN",1
"GO_LUNG_ALVEOLUS_DEVELOPMENT",1,Inf,"UP",1
"GO_LUNG_ALVEOLUS_DEVELOPMENT",0.36261486599259,0.355546462703539,"DOWN",1
"GO_PROGESTERONE_METABOLIC_PROCESS",1,Inf,"UP",1
"GO_PROGESTERONE_METABOLIC_PROCESS",1,Inf,"DOWN",1
"GO_SPLEEN_DEVELOPMENT",1,Inf,"UP",1
"GO_SPLEEN_DEVELOPMENT",1,Inf,"DOWN",1
"GO_RHO_PROTEIN_SIGNAL_TRANSDUCTION",0.611776725727992,Inf,"UP",1
"GO_RHO_PROTEIN_SIGNAL_TRANSDUCTION",0.0806657916462041,0.273078236853863,"DOWN",1
"GO_RESPONSE_TO_LEPTIN",1,0,"UP",1
"GO_RESPONSE_TO_LEPTIN",1,0,"DOWN",1
"GO_NEUROPEPTIDE_SIGNALING_PATHWAY",1,Inf,"UP",1
"GO_NEUROPEPTIDE_SIGNALING_PATHWAY",1,Inf,"DOWN",1
"GO_ACTIVATION_OF_PROTEIN_KINASE_A_ACTIVITY",1,Inf,"UP",1
"GO_ACTIVATION_OF_PROTEIN_KINASE_A_ACTIVITY",1,Inf,"DOWN",1
"GO_POSITIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_PRODUCTION",1,Inf,"UP",1
"GO_POSITIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_PRODUCTION",0.165228383460553,0.294470691081141,"DOWN",1
"GO_AMP_METABOLIC_PROCESS",1,0,"UP",1
"GO_AMP_METABOLIC_PROCESS",1,0,"DOWN",1
"GO_DEVELOPMENT_OF_PRIMARY_SEXUAL_CHARACTERISTICS",1,1.9178269264835,"UP",1
"GO_DEVELOPMENT_OF_PRIMARY_SEXUAL_CHARACTERISTICS",0.413270463205551,0.549389846188091,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION",1,Inf,"UP",1
"GO_NEGATIVE_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION",0.545833066863596,0.712522954818568,"DOWN",1
"GO_REGULATION_OF_RNA_SPLICING",1,Inf,"UP",1
"GO_REGULATION_OF_RNA_SPLICING",1,Inf,"DOWN",1
"GO_REGULATION_OF_BLOOD_CIRCULATION",0.0654208070766206,Inf,"UP",1
"GO_REGULATION_OF_BLOOD_CIRCULATION",1,1.07291307172485,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_MITOCHONDRION_ORGANIZATION",1,Inf,"UP",1
"GO_NEGATIVE_REGULATION_OF_MITOCHONDRION_ORGANIZATION",1,Inf,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING",1,Inf,"UP",1
"GO_NEGATIVE_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING",0.286537803859308,0.236959604707618,"DOWN",1
"GO_EMBRYONIC_CRANIAL_SKELETON_MORPHOGENESIS",1,Inf,"UP",1
"GO_EMBRYONIC_CRANIAL_SKELETON_MORPHOGENESIS",1,Inf,"DOWN",1
"GO_CELLULAR_RESPONSE_TO_GONADOTROPIN_STIMULUS",1,Inf,"UP",1
"GO_CELLULAR_RESPONSE_TO_GONADOTROPIN_STIMULUS",1,Inf,"DOWN",1
"GO_REGULATION_OF_HISTONE_H3_K9_ACETYLATION",1,0,"UP",1
"GO_REGULATION_OF_HISTONE_H3_K9_ACETYLATION",1,0,"DOWN",1
"GO_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY",1,Inf,"UP",1
"GO_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY",1,Inf,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR",1,Inf,"UP",1
"GO_NEGATIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR",1,Inf,"DOWN",1
"GO_CARDIAC_CELL_DEVELOPMENT",1,Inf,"UP",1
"GO_CARDIAC_CELL_DEVELOPMENT",1,Inf,"DOWN",1
"GO_REGULATION_OF_EXECUTION_PHASE_OF_APOPTOSIS",1,Inf,"UP",1
"GO_REGULATION_OF_EXECUTION_PHASE_OF_APOPTOSIS",0.201465658227302,0.118578096465687,"DOWN",1
"GO_RESPONSE_TO_CALCIUM_ION",1,1.31213173134804,"UP",1
"GO_RESPONSE_TO_CALCIUM_ION",1,1.31213173134804,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS",1,0,"UP",1
"GO_NEGATIVE_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS",1,0,"DOWN",1
"GO_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION",1,Inf,"UP",1
"GO_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION",0.49146096923459,0.59330559407767,"DOWN",1
"GO_REGULATION_OF_TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_II_PROMOTER",1,0,"UP",1
"GO_REGULATION_OF_TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_II_PROMOTER",1,0,"DOWN",1
"GO_POSITIVE_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION_INVOLVED_IN_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_SIGNALING_PATHWAY",1,Inf,"UP",1
"GO_POSITIVE_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION_INVOLVED_IN_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_SIGNALING_PATHWAY",1,Inf,"DOWN",1
"GO_INNER_EAR_MORPHOGENESIS",0.594435463485207,0.831970309263489,"UP",1
"GO_INNER_EAR_MORPHOGENESIS",0.205616290512315,0.353599236519765,"DOWN",1
"GO_RESPONSE_TO_ACTIVITY",1,Inf,"UP",1
"GO_RESPONSE_TO_ACTIVITY",1,Inf,"DOWN",1
"GO_ESTROUS_CYCLE",1,Inf,"UP",1
"GO_ESTROUS_CYCLE",1,Inf,"DOWN",1
"GO_ORGANELLE_FUSION",1,Inf,"UP",1
"GO_ORGANELLE_FUSION",1,Inf,"DOWN",1
"GO_STEROID_CATABOLIC_PROCESS",0.430640723344053,0.474314071080474,"UP",1
"GO_STEROID_CATABOLIC_PROCESS",0.430640723344053,0.474314071080474,"DOWN",1
"GO_REGULATION_OF_CELL_FATE_COMMITMENT",1,Inf,"UP",1
"GO_REGULATION_OF_CELL_FATE_COMMITMENT",0.36261486599259,0.355546462703539,"DOWN",1
"GO_REGULATION_OF_CELL_MORPHOGENESIS",0.0523557246735991,5.68496678340696,"UP",1
"GO_REGULATION_OF_CELL_MORPHOGENESIS",0.0259534864246961,0.419247877250228,"DOWN",1
"GO_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_RESULTING_IN_TRANSCRIPTION",1,0,"UP",1
"GO_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_RESULTING_IN_TRANSCRIPTION",1,0,"DOWN",1
"GO_ACUTE_PHASE_RESPONSE",0.126580322098698,0.351640166308592,"UP",1
"GO_ACUTE_PHASE_RESPONSE",0.370423078467668,0.59125035020164,"DOWN",1
"GO_POSITIVE_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY",1,Inf,"UP",1
"GO_POSITIVE_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY",0.201465658227302,0.118578096465687,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY",0.611776725727992,Inf,"UP",1
"GO_NEGATIVE_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY",0.288474822531724,0.472193200727074,"DOWN",1
"GO_CELLULAR_RESPONSE_TO_ALKALOID",0.201465658227302,0.118578096465687,"UP",1
"GO_CELLULAR_RESPONSE_TO_ALKALOID",1,Inf,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_PEPTIDASE_ACTIVITY",1,1.49953268726511,"UP",1
"GO_NEGATIVE_REGULATION_OF_PEPTIDASE_ACTIVITY",0.196792396128634,0.513259120486106,"DOWN",1
"GO_MYOBLAST_FUSION",1,Inf,"UP",1
"GO_MYOBLAST_FUSION",0.36261486599259,0.355546462703539,"DOWN",1
"GO_TRNA_MODIFICATION",1,0,"UP",1
"GO_TRNA_MODIFICATION",1,0,"DOWN",1
"GO_CYTOSOLIC_TRANSPORT",1,Inf,"UP",1
"GO_CYTOSOLIC_TRANSPORT",0.201465658227302,0.118578096465687,"DOWN",1
"GO_INOSITOL_LIPID_MEDIATED_SIGNALING",1,1.07158654070595,"UP",1
"GO_INOSITOL_LIPID_MEDIATED_SIGNALING",1,1.07158654070595,"DOWN",1
"GO_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_DEPOLYMERIZATION",1,Inf,"UP",1
"GO_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_DEPOLYMERIZATION",1,Inf,"DOWN",1
"GO_DNA_CATABOLIC_PROCESS_ENDONUCLEOLYTIC",0.106344950848972,0,"UP",1
"GO_DNA_CATABOLIC_PROCESS_ENDONUCLEOLYTIC",1,Inf,"DOWN",1
"GO_POSITIVE_REGULATION_OF_GLIOGENESIS",1,Inf,"UP",1
"GO_POSITIVE_REGULATION_OF_GLIOGENESIS",1,Inf,"DOWN",1
"GO_LACTATION",0.031321366963289,0.0588711181997746,"UP",1
"GO_LACTATION",1,Inf,"DOWN",1
